Item #,Model #,Item Name,Description,Product Details,Price (New/Used),Highlights/Features,Average,Pictures,Specifications,Manual / Guides 
202021589,3000005591,25 Qt. Party Stacker Cooler,"Ensure your drinks and food always stay cool at the beach, tailgate or barbecue with the Coleman 25 Qt. Party Stacker Cooler. This unique cooler fits 24 cans of your favorite drink, plus ice. It features an interlocking base and lid for effortless stacking with other Coleman Party Stacker Coolers (sold separately). Organizing your next get-together just got easier.","Bullet04 : Wide design to store 9 in. x 13 in. food dishes,Bullet01 : Environmentally friendly ThermOZONE foam insulation to help maintain a consistent temperature,Bullet05 : Classic red color,Bullet03 : Plastic lining to make the cooler easy to clean,Bullet02 : Molded handles for effortless and comfortable carrying,MFG Brand Name : Coleman",16.41 / 16.41,,4.9429,"https://images.homedepot-static.com/productImages/a42d2af7-dad2-41b1-b383-9ab9812f8ebc/svn/reds-pinks-coleman-chest-coolers-3000005591-64_1000.jpg,https://images.homedepot-static.com/productImages/5f510e97-c7e7-4298-bce0-59549f081048/svn/reds-pinks-coleman-chest-coolers-3000005591-c3_1000.jpg","Total capacity (qt.) : 25,Outdoor Living Product Type : Chest Cooler,Cooler Features : No additional features,Material : Polyurethane,Returnable : 90-Day,Lid Style : Attached,Insulation Type : Thermozone,Product Weight (lb.) : 5.7,Number of Handles : 2.0,Color Family : Reds / Pinks,Color : Red,Product Depth (in.) : 22.25,Product Width (in.) : 13.625 in,Product Height (in.) : 8.25,Manufacturer Warranty : 6 year limited",
307421745,OA115,"Surge DJ System/15 in. BT Party Speaker Set with Rechargeable Battery, Wireless Mic, Remote and Tripod","The Surge from One Audio is a plug-and-play all-inclusive DJ System/Party Speaker Set Featuring a 15 Colored LED Speaker, an adjustable speaker stand, a wireless microphone and remote. The Surge give you the option for corded or battery use via a built-in high-grade rechargeable lithium battery. Recharging takes only a few hours to complete and then you are ready to rock once more. Take the surge with you wherever you go. Easy to transport with durable and versatile wheels and handles, the Surge can go where you do. The sturdy case also means that the surge can be laid on its side without issue. With the Surge you can connect and stream directly from all of your favorite audio devices utilizing the built-in NFC and Bluetooth technologies. Stream from your mobile phone, tablet, MP3 Player, Computer and more. Additional SD card and USB ports also give the option to connect via cable or wire should wireless pairing not be an option for you. Never worry about tripping over a corded microphone, the Surges microphone utilizes device pairing to pair wirelessly with the speaker, freeing up your movement possibilities. A remote control also allows you to control volume, frequency and other options from a distance. The labeled back panel gives you the ability to connect and tune all of your favorite instruments including guitars, keyboards, basses and more. So, sync up and give yourself a night to remember by singing and playing along with your favorite songs.","Bullet13 : Individual guitar or instrumental volume controls,MFG Brand Name : ProMounts,Bullet01 : Built-in colored LED light with ON/OFF switch,Bullet03 : RCA line-in control,Bullet06 : Individual bass and treble controls,Bullet10 : LED display/MP3 player,Bullet05 : Dual microphone jacks,Bullet02 : Rechargeable battery with charge indicator light,Bullet23 : <a href=https://www.homedepot.com/c/electronics_recycling_programs style=color:#F96302; target=_blank>Click here for more information on Electronic Recycling Programs</a>,Bullet04 : SD card and USB ports,Bullet12 : Rear panel connection for keyboards, guitars or other devices,Bullet08 : AM/FM radio compatibility,Bullet09 : NFC and Bluetooth,Bullet11 : Auxiliary input jack,Bullet07 : Individual microphone bass, treble, echo and delay controls",139.99 / 139.99,,2.8333,"https://images.homedepot-static.com/productImages/02040621-3c43-42fa-9143-d422c66ca631/svn/black-promounts-portable-audio-video-oa115-64_1000.jpg,https://images.homedepot-static.com/productImages/3616d54b-d1f9-4088-ad7a-7cc8f47730a8/svn/black-promounts-portable-audio-video-oa115-40_1000.jpg,https://images.homedepot-static.com/productImages/548f2cd2-38d7-437b-bb2c-9cee169a73dd/svn/black-promounts-portable-audio-video-oa115-66_1000.jpg,https://images.homedepot-static.com/productImages/d6af9d47-ef1c-4629-a262-0ae972a4b304/svn/black-promounts-portable-audio-video-oa115-c3_1000.jpg,https://images.homedepot-static.com/productImages/2363cd34-ae4e-4965-85ad-5ccd39c535e4/svn/black-promounts-portable-audio-video-oa115-4f_1000.jpg,https://images.homedepot-static.com/productImages/8c867746-6bf0-4842-8088-1fef304163a4/svn/black-promounts-portable-audio-video-oa115-1f_1000.jpg,https://images.homedepot-static.com/productImages/28b18c9d-8667-4939-b9cb-c8f3f08c027a/svn/black-promounts-portable-audio-video-oa115-44_1000.jpg","Electronics Included Components : AC Adaptor/Charger,Batteries,USB Cable,Wireless Remote,Features : Audio/ Headphone Jack,Bluetooth,Digital display,Microphone,NFC,Portable,Wireless speakers,Returnable : 90-Day,Indoor/Outdoor : Indoor/Outdoor,Product Type : Wireless Speaker,Color/Finish : Black,Wired or Wireless : Combo,Power Source : AC Adaptor,Rechargeable Lithium-Ion Battery,Product Height (in.) : 27.5,Product Width (in.) : 17.5 in,Product Depth (in.) : 14 in,Manufacturer Warranty : 1 Year Limited Warranty",Warranty : https://images.homedepot-static.com/catalog/pdfImages/de/de58e657-47fe-4dc6-99e2-96fe8d0e1d14.pdf
305885371,PBX-8,"Portable Bluetooth Rechargeable Party Speaker with 8 in. Woofer, FM Radio, USB Port, Aux Input and Party Light","Portable Bluetooth Rechargeable Speaker perfect for indoor or outdoor parties, barbecue's, tailgates, etc. With flashing LED red, green and blue lights your parties will be entertaining. The PBX-8 has an 8 in. woofer for good sound quality and input options such as USB Port and Aux Input. In addition, the Microphone Input allows you to start a Karaoke Party. If those options don't suit your needs you can always play the FM Radio which is included.","Bullet23 : <a href=https://www.homedepot.com/c/electronics_recycling_programs style=color:#F96302; target=_blank>Click here for more information on Electronic Recycling Programs</a>,Bullet05 : USB port/Aux input,Bullet03 : LED lights (flashing red - green -blue lights),MFG Brand Name : QFX,Bullet06 : Microphone input,Bullet01 : Portable Bluetooth party speaker with 8 in. woofer,Bullet02 : Rechargeable battery and AC powered,Bullet04 : FM radio,Bullet07 : Black metal grill",41.2 / 41.2,,4.5,"https://images.homedepot-static.com/productImages/6f76307a-6532-4425-b26b-bb92376762cf/svn/black-qfx-portable-audio-video-pbx-8-64_1000.jpg,https://images.homedepot-static.com/productImages/d6f77363-3a31-4260-a822-6ae3ab75778c/svn/black-qfx-portable-audio-video-pbx-8-e1_1000.jpg,https://images.homedepot-static.com/productImages/dd42e355-d99d-4a5d-98ce-cb516f8b5265/svn/black-qfx-portable-audio-video-pbx-8-40_1000.jpg,https://images.homedepot-static.com/productImages/ad823088-091d-41f3-9f9f-3e2c1200328c/svn/black-qfx-portable-audio-video-pbx-8-66_1000.jpg","Features : Audio/ Headphone Jack,Bluetooth,Digital display,Portable,Wireless speakers,Returnable : 90-Day,Indoor/Outdoor : Indoor/Outdoor,Color/Finish : Black,Power Source : AC Adaptor,Rechargeable Lithium-Ion Battery,Electronics Included Components : AC Adaptor/Charger,Product Height (in.) : 17.4 in,Product Width (in.) : 11.5 in,Product Depth (in.) : 11.4 in,Manufacturer Warranty : Limited One Year Parts and Labor Warranty",SDS : https://images.homedepot-static.com/catalog/pdfImages/b5/b5bf6a47-b7f1-4cce-b727-bdcfb4da217d.pdf
203321675,3000005342,"48-Can Party Stacker Cooler, Blue","Get ready for the celebration to begin with the Coleman 48-Can Party Stacker Cooler in blue. Its lid is specially designed to interlock with the bases of other Party Stacker Coolers (sold separately) for added organization and convenience. Use one designated colored cooler for drinks and another for food, so everyone knows where to find their favorite treats.","Bullet04 : 34 Qt. capacity,Bullet06 : Holds ice for two days,Bullet02 : Molded handles for comfortable carrying,Bullet01 : Holds 48 cans of your beverage of choice, plus ice,Bullet03 : Wide enough for a 13 in. x 9 in. dish,MFG Brand Name : Coleman,Bullet05 : Lightweight and portable at only 6.3 lbs.",22.64 / 22.64,,4.5,https://images.homedepot-static.com/productImages/8dafb25e-a15d-40e4-a4a4-97c8f888d1b4/svn/blues-coleman-chest-coolers-3000005342-64_1000.jpg,"Number of Handles : 2,Color : Blue,Outdoor Living Product Type : Chest Cooler,Product Weight (lb.) : 6.86,Cooler Features : No additional features,Returnable : 90-Day,Insulation Type : Thermozone,Color Family : Blues,Total capacity (qt.) : 34,Material : Polyethylene,Product Depth (in.) : 11.75,Product Height (in.) : 22.50,Product Width (in.) : 22.5,Manufacturer Warranty : 1 year limited warranty",
305599291,NXT-1003,10-Head Party Ball String Lights,"Illuminate your gazebo, canopy or outdoor area with these color changing string lights. There is a push button which enables the different color settings. These string lights will bring a soft glow to any scenery, and improve your homes ambiance. You may connect up to 5-sets of string lights","Bullet02 : 19 in. spacing between heads,Bullet23 : <a href=https://www.homedepot.com/c/electronics_recycling_programs style=color:#F96302; target=_blank>Click here for more information on Electronic Recycling Programs</a>,Bullet07 : 4 different colors: red, green, blue, white,MFG Brand Name : Hampton Bay,Bullet04 : Long lasting LED lights,Bullet08 : Lightweight for easy handling,Bullet06 : Connect up to 5-sets,Bullet05 : UL approved for indoor and outdoor use,Bullet03 : Outdoor adapter included, UL listed,Bullet01 : 10-head string light",14.88 / 14.88,"Product Highlight 3 : Brings a soft glow to your space for enhanced ambiance,Product Highlight 1 : Push button enables different color settings,Product Highlight 2 : Perfect for illuminating your gazebo, canopy or outdoor area",3.7273,"https://images.homedepot-static.com/productImages/c111d47e-6f25-4ce0-b0fb-be207ec6b292/svn/silver-copper-hampton-bay-string-lights-nxt-1003-64_1000.jpg,https://images.homedepot-static.com/productImages/a482a94f-7614-4f3e-9a93-fb0bb0165ee7/svn/silver-copper-hampton-bay-string-lights-nxt-1003-c3_1000.jpg,https://images.homedepot-static.com/productImages/8aa6f11b-97e9-4e6c-8f3a-2dc7384900a9/svn/silver-copper-hampton-bay-string-lights-nxt-1003-4f_1000.jpg,https://images.homedepot-static.com/productImages/ed9cfa40-83b1-4463-a3d7-27b433440340/svn/silver-copper-hampton-bay-string-lights-nxt-1003-1f_1000.jpg,https://images.homedepot-static.com/productImages/29e0b05a-ba46-4872-8f8e-515da44d59fc/svn/silver-copper-hampton-bay-string-lights-nxt-1003-44_1000.jpg","Actual Color Temperature (K) : 2700,Product Weight (lb.) : 0.88,Returnable : 90-Day,Exterior Lighting Product Type : String Lights,Light Bulb Type Included : Integrated LED,Compatible Bulb Type : Integrated LED,LED,Lumens : 2,Color Temperature : Warm White,Outdoor Lighting Features : Weather Resistant,Power Type : Plug-in,Style : Classic,Mid-Century Modern,Weather Resistant : Yes,Fixture Color/Finish : Silver copper,Color Rendering Index (CRI) : 82,Package Quantity : 1,Bulb Shape : Globe,Product Depth (in.) : 2.3,Product Height (in.) : 2.3,Product Length (in.) : 157.5,Product Width (in.) : 155.91,Manufacturer Warranty : 1 year limited",Warranty : https://images.homedepot-static.com/catalog/pdfImages/40/40c88d4d-2135-4fed-ad28-a68c757d0162.pdf
300425351,110111015,10 ft. x 20 ft. White Party Tent,"Host a party and have a blast under the protection of this multi-functional party tent by Sunjoy. Imagine the mouth-watering aroma of grilled food fills the air and the rhythm of the party music has everyone swaying to the beat enjoying good times in your backyard. If fun-filled barbeques, picnics and parties are a favorite pastime, there is no need for you to be part of the roast. This convenient, party tent is the perfect sun shade for your party. It features an innovative design that lets it be set up or taken down with ease. The vented, soft-top canopy offers protection from the sun as it helps maintain stability in windy conditions. Guy ropes are included to secure the tent to the ground and keep it firmly in place in windy conditions. Wave goodbye to baking in the hot summer sun and spend your time playing air guitar and enjoying all the fun. But wait there’s more… much more. The Sunjoy Party Tent is a double agent. It’s also a protective carport for 1, 2 or even 3 cars. It’s the perfect solution for shading your vehicle. It has a stylish white finish that will coordinate easily with your decor. It’s study and built to last, water and mildew-resistant and ideally suited for rugged use. Order yours today.","Bullet01 : Sturdy, safe, steel and aluminum construction with a durable, rust-resistant, powder-coated finish,Bullet06 : Guy ropes provide better stability in windy conditions,Bullet04 : Beautify your exterior living space design,Bullet03 : Vented, soft-top canopy provides stability in windy conditions,Bullet05 : Decorative railing on 4 sides adds an upscale flair,Bullet02 : 10 ft. x 20 ft. footprint offers plenty of space for an outdoor dining or living room set,MFG Brand Name : Sunjoy",279.99 / 279.99,,0.0,"https://images.homedepot-static.com/productImages/1d38a466-0650-41b6-bd11-8d27273444d7/svn/sunjoy-canopy-tents-110111015-64_1000.jpg,https://images.homedepot-static.com/productImages/1b3219c1-a025-489a-a991-4ab9ebca333b/svn/sunjoy-canopy-tents-110111015-c3_1000.jpg,https://images.homedepot-static.com/productImages/76ffea63-4078-4e62-b067-945ace0dac35/svn/sunjoy-canopy-tents-110111015-4f_1000.jpg,https://images.homedepot-static.com/productImages/6e8dfc39-c10a-4027-8d84-7242ddfee09c/svn/sunjoy-canopy-tents-110111015-1f_1000.jpg,https://images.homedepot-static.com/productImages/a77f4cf7-da44-4480-8d36-f5c41a0ae426/svn/sunjoy-canopy-tents-110111015-44_1000.jpg","Canopy Color Family : Whites,Canopy Features : Collapsible,Returnable : 90-Day,Style : Modern,Outdoor Living Product Type : Canopy/Tent,Product Weight (lb.) : 175 lb,Color : White,Frame Color Family : Whites,Assembly Required : Yes,Assembled Width (in.) : 118.9 in,Approximate Depth (ft.) : 20,Coverage Area (sq. ft.) : 200 ft²,Assembled Height (in.) : 114.2 in,Assembled Depth (in.) : 239 in,Highest Clearance (in.) : 82.68,Lowest Clearance (in.) : 82.68,Approximate Width (ft.) : 10,Manufacturer Warranty : 1 Year Warranty","Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/56/56995567-dfce-4783-a0ce-68940ad67ea4.pdf,Replacement Part List : https://images.homedepot-static.com/catalog/pdfImages/43/43c4fbea-c0a0-489c-8aeb-b0ea1c3f4406.pdf,Installation Guide : https://images.homedepot-static.com/catalog/pdfImages/43/43c4fbea-c0a0-489c-8aeb-b0ea1c3f4406.pdf,Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/43/43c4fbea-c0a0-489c-8aeb-b0ea1c3f4406.pdf"
100353949,71221,19 in. Insulated Stainless Steel Party Tub,"Our Insulated 18/10 Stainless Steel Party Tub keeps ice frozen for hours. Because they are condensation-free and leak-proof, they won't leave water stains on fine furniture, so they can be used inside or out. Holds a case or more of wine, beer or soda cold in ice that stays frozen for hours of entertaining.","MFG Brand Name : Kraftware,Bullet03 : Use inside or out,Bullet02 : Keeps ice frozen for hours,Bullet04 : Holds over a case of wine, beer or soft drinks,Bullet01 : 18/10 insulated stainless steel",133.88 / 133.88,"Product Highlight 2 : Doublewall insulation keeps ice frozen for hours,Product Highlight 3 : No leaks, no condensation,Product Highlight 1 : Attractive brushed stainless steel tub, perfect for all occasions",4.9,"https://images.homedepot-static.com/productImages/5691a933-1439-4bdd-9563-6a072ace60fc/svn/kraftware-beverage-tubs-71221-64_1000.jpg,https://images.homedepot-static.com/productImages/3efcba6b-434b-4fbc-adf6-5306dc7556db/svn/kraftware-beverage-tubs-71221-c3_1000.jpg","Features : Insulated,Returnable : 90-Day,Product Weight (lb.) : 12,Recommended Use : Barware,Chilling,Ice,Features : Stainless Steel Handle,Capacity (gal.) : 11.75,Shape : Round,Style : Modern,Transitional,Cleaning Instructions : Hand Wash Only,Color Family : Stainless Steel,Capacity (qt.) : 47,Kitchen Product Type : Beverage Tubs,Material : Stainless Steel,Product Height (in.) : 10,Product Width (in.) : 20,Product Depth (in.) : 20,Diameter (in.) : 20,Manufacturer Warranty : no",
207142266,BPA19BLB/LED/12,60-Watt Equivalent A19 Medium E26 Base LED Black Light Party Light Bulb (12-Pack),"This LED Black Light A-Bulb makes the perfect replacement bulb for older incandescent 60-Watt Black Light bulb. This LED bulb will liven up your celebrations, Halloween parties, dances and get-togethers for years. The Black Light completely changes the atmosphere of any happy gathering or occasion by ""making"" objects glow.","Bullet09 : <a href=https://www.homedepot.com/c/led_light_bulbs_energy_efficient_way_to_light_your_home_HT_BG_EL style=""color: #F96302"" target=""_blank"">View The Home Depot's LED Bulb Buying Guide</a>,Bullet10 : Click here to learn more about <a href=""https://ecooptions.homedepot.com/energy-efficiency/"" target=""_blank"" style=""color:#F96302;"">Eco Options and Energy Efficiency</a>,Bullet05 : Instant on with even light distribution,Bullet07 : Suitable for damp locations,MFG Brand Name : Feit Electric,Bullet08 : Case of 12 light bulbs,Bullet23 : <a href=https://www.homedepot.com/c/electronics_recycling_programs style=color:#F96302; target=_blank>Click here for more information on Electronic Recycling Programs</a>,Bullet01 : Estimated yearly energy cost: $1.08 (based on 3 hours/day, 11¢/kWh, cost depends on rates and use),Bullet04 : Fits in all standard incandescent sockets,Bullet02 : Emits a black light blue color finish,Bullet06 : Mercury free,Bullet03 : Sensational special effects,Bullet21 : <a href=""https://www.homedepot.com/b/Feit-Electric/LED/N-5yc1vZ3zeZ1z0vxij/Ntk-ProductInfoMatch/Ntt-light%2Bbulbs?NCNI-5"" target=""_blank"" style=""color:#F96302;"">Shop All Feit Electric LED Light Bulbs</a>",170.88 / 170.88,"Product Highlight 3 : Low heat, durable LED that emits a black light blue color finish,Product Highlight 1 : Perfect LED Black Light for any party, dorm room or nightclub,Product Highlight 2 : Helps make objects and posters appear vivid or neon in appearance",3.8571,"https://images.homedepot-static.com/productImages/851f9ace-8d18-43ca-b9ef-a363fbece1e9/svn/black-feit-electric-black-light-bulbs-bpa19blb-led-12-64_1000.jpg,https://images.homedepot-static.com/productImages/3e1fc153-5b93-40b0-af6e-2de9cbb73919/svn/black-feit-electric-black-light-bulbs-bpa19blb-led-12-e1_1000.jpg,https://images.homedepot-static.com/productImages/80d571b9-6f6c-47d4-a001-ad5e8c73cb17/svn/black-feit-electric-black-light-bulbs-bpa19blb-led-12-1d_1000.jpg,https://images.homedepot-static.com/productImages/db1d7f40-a14f-4999-a163-dc5c528898d4/svn/black-feit-electric-black-light-bulbs-bpa19blb-led-12-c3_1000.jpg,https://images.homedepot-static.com/productImages/b5501f7b-253e-48f8-bf2c-c6b3935584aa/svn/black-feit-electric-black-light-bulbs-bpa19blb-led-12-4f_1000.jpg,https://images.homedepot-static.com/productImages/404fb795-3a8b-433d-9241-97e557546975/svn/black-feit-electric-black-light-bulbs-bpa19blb-led-12-1f_1000.jpg","Bulb Color : Black Light,Color Temperature : Soft White,Returnable : 90-Day,Wattage (Watts) : 9,Actual Color Temperature (K) : 0,Specialty Bulb Type : Black Light,Lighting Technology : LED,Indoor/Outdoor : Indoor,Light Bulb Features : Energy Saving,Color Rendering Index (CRI) : 0,Average Life (hours) : 25000,Fixture Color/Finish : Black,Bulb Type : Specialty,Number of Bulbs Included : 12,Bulb Construction : Plastic,Bulb Shape : Standard,Light Bulb Base Type : Medium,Light Bulb Base Code : E26,Light Bulb Shape Code : A19,Wattage Equivalence : 60,Product Height (in.) : 4.5,Product Width (in.) : 2.25,Product Depth (in.) : 2.25,Bulb Diameter (In.) : 2.25,Manufacturer Warranty : 2 Year","Specification : https://images.homedepot-static.com/catalog/pdfImages/c2/c25a1475-fa24-4d42-8dbd-f3012d2a43ee.pdf,Warranty : https://images.homedepot-static.com/catalog/pdfImages/fb/fb4647f8-10d7-4d1e-b3a1-62a2523ccc80.pdf,Energy Guide : https://images.homedepot-static.com/catalog/pdfImages/56/569c295b-91d2-4f2d-8442-2bba7272f24b.pdf"
307833444,25927,20 ft. W x 20 ft. D Enclosure Kit with Windows in White for Party Tent (Tent Sold Separately) and Fire-Rated Fabric,"ShelterLogic Party Tents are a decorative and affordable solution for hosting any outdoor event or festival. Specifically designed for the ShelterLogic Party Tent, this Enclosure Kit adds complete wall and door panels for the option of full protection to your existing Party Tent 10 ft. x 20 ft. frame. Use 1 or all 6 individual clear PVC windows. 2 double zipper doors are also included, and with different opening sizes, allow for multiple entry options.","Bullet02 : Heavy-duty fire-rated PVC fabric (CPAI-84 compliant) stands up to the elements,Bullet06 : Enclosure panels attach via bungee fasteners included in the kit,Bullet07 : Fabric grommets allow for skirt anchors to secure panels to the ground while keeping wind and rain out,Bullet01 : Enclosure kit only, frame and cover not included in this kit,MFG Brand Name : ShelterLogic,Bullet08 : Use 1 or all 6 individual clear PVC windows, 2 double zipper doors for multiple entry options,Bullet05 : Panels fit snug to frame and under leg valances to help keep inclement weather out,Bullet03 : 100% waterproof, UV treated, welded seams,Bullet04 : Clear PVC windows add a touch of class while offering a view outside",379.91 / 379.91,"Product Highlight 2 : UV-treated inside and out to resist fungus, aging, and fade,Product Highlight 3 : Shelterlogic 1-year limited warranty,Product Highlight 1 : Heat-sealed triple layer ripstop fabric resists fade and aging",2.3333,"https://images.homedepot-static.com/productImages/8031a0e3-4ce4-4dba-97c9-c634952d414a/svn/shelterlogic-canopy-tents-25927-64_1000.jpg,https://images.homedepot-static.com/productImages/7bf27a0b-192f-4216-b435-8463fce71e63/svn/shelterlogic-canopy-tents-25927-e1_1000.jpg,https://images.homedepot-static.com/productImages/06bca814-e94e-4c1b-9a5b-74a4d3d04f71/svn/shelterlogic-canopy-tents-25927-40_1000.jpg,https://images.homedepot-static.com/productImages/8d264387-8ea1-49f2-bdab-9ded0372f94d/svn/shelterlogic-canopy-tents-25927-a0_1000.jpg,https://images.homedepot-static.com/productImages/22927266-6b2d-4c9f-98f4-0f5990adeb28/svn/shelterlogic-canopy-tents-25927-1d_1000.jpg,https://images.homedepot-static.com/productImages/b7a89810-729f-47a1-9aaf-ed96eaabb041/svn/shelterlogic-canopy-tents-25927-66_1000.jpg,https://images.homedepot-static.com/productImages/2cb6277f-8cd1-4810-b0ac-795c5b6e6d4a/svn/shelterlogic-canopy-tents-25927-77_1000.jpg,https://images.homedepot-static.com/productImages/1ea2a3e4-7c95-4e61-b4d1-d3dc4658fd47/svn/shelterlogic-canopy-tents-25927-c3_1000.jpg,https://images.homedepot-static.com/productImages/ac327102-e05b-4b1a-ac84-d27d818764b0/svn/shelterlogic-canopy-tents-25927-4f_1000.jpg","Canopy Features : Water resistant,Returnable : 90-Day,Outdoor Living Product Type : Canopy/Tent,Assembly Required : No,Color : White,Frame Color Family : Whites,Product Weight (lb.) : 71,Assembled Depth (in.) : 234.96 in,Approximate Depth (ft.) : 20,Lowest Clearance (in.) : 121.04,Assembled Width (in.) : 230.08 in,Coverage Area (sq. ft.) : 400,Approximate Width (ft.) : 19,Highest Clearance (in.) : 121.04,Assembled Height (in.) : 121.04 in,Manufacturer Warranty : 1 Year Limited","Replacement Part List : https://images.homedepot-static.com/catalog/pdfImages/9b/9b654112-33c5-4ee1-bfa5-72a7212f0c3a.pdf,Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/94/94748274-f4f8-4fb1-a815-2f56e13a25ce.pdf,Installation Guide : https://images.homedepot-static.com/catalog/pdfImages/94/94748274-f4f8-4fb1-a815-2f56e13a25ce.pdf,Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/94/94748274-f4f8-4fb1-a815-2f56e13a25ce.pdf,Measurement Guide : https://images.homedepot-static.com/catalog/pdfImages/d4/d487891c-1554-4c43-afa5-9f5217a4ee03.pdf"
300370812,C7W2525,Party Light 25 ft. 24-Light String Light with Clear Bulb,"Perfect for both indoors or out, these decorative and durable string lights will illuminate your decor space with style year round. These also work great for party events and restaurant or bar applications.","Bullet07 : Perfect for patios, pergolas, gazebos, home accents, parties, and camping,MFG Brand Name : Unbranded,Bullet04 : UL approved,Bullet05 : Male and female endings allow for connection of additional strings for longer reach,Bullet03 : 2 ft. spacing between lights,Bullet02 : Accepts C7 type bulbs for ample night time illumination,Bullet01 : Indoor or outdoor use,Bullet06 : 25 ft. length with 24-light string light with clear bulb",19.87 / 19.87,"Product Highlight 2 : Perfect for patios, pergolas, gazebos, and more,Product Highlight 1 : 25 ft. length with 24-light string light with clear bulb,Product Highlight 3 : Accepts C7 type bulbs for ample night time illumination",4.0,https://images.homedepot-static.com/productImages/02ff8e5e-7314-42cf-9414-3af44a56caba/svn/black-string-lights-c7w2525-64_1000.jpg,"Returnable : 90-Day,Exterior Lighting Product Type : String Lights,Compatible Bulb Type : Integrated LED,LED,Maximum Wattage (watts) : 0,Indoor/Outdoor : Outdoor,Recommended Light Bulb Shape Code : C7,Light Bulb Type Included : Incandescent,Included : No Additional Items,Number of Bulbs : 24,Fixture Color/Finish : Black,Product Weight (lb.) : 2,Bulb Color : Clear,Weather Resistant : Yes,Maximum Bulb Wattage : 7,Outdoor Lighting Features : No additional features,Bulb Shape : Globe,Product Depth (in.) : 1,Product Width (in.) : 1,Product Height (in.) : 3,Product Length (ft.) : 25,Product Length (in.) : 300,Wire Length (ft.) : 25,Manufacturer Warranty : 1 Year",
205851474,91205,67 in. Solar Powered Integrated LED Brown Woven Party Tiki Torch,"Moonrays woven party torches will add a warm inviting glow to your summer luaus and parties. The solar powered flickering amber LED is a safe alternative to oil based torches. Woven in rich brown bamboo and plastic, you can place on tabletop or use with included yard stake.","Bullet19 : <br /><br /><center><img src=""https://inlinecontent.homedepot-static.com/27E/SOUTHWIRE COMPANY/Moonrays2.jpg""></center><br />,Bullet02 : Safe alternative to oil-based torches,Bullet04 : Use with included stake or on tabletop,MFG Brand Name : Moonrays,Bullet01 : LED flickers to look like a real flame,Bullet03 : Brown woven matches popular furniture trend",15.89 / 15.89,"Product Highlight 3 : Solar lantern light is a safe alternative to oil based lanterns,Product Highlight 1 : Solar stake light automatically illuminates outside at dusk,Product Highlight 2 : Perfect for gardens, yards, walkways, & other landscape features",2.3571,"https://images.homedepot-static.com/productImages/9bfc5ad4-1a97-47ab-ab6a-f05cb293acf3/svn/amber-moonrays-outdoor-specialty-lighting-91205-64_1000.jpg,https://images.homedepot-static.com/productImages/0b755a36-21da-4ed2-9d68-9207049e1692/svn/amber-moonrays-outdoor-specialty-lighting-91205-e1_1000.jpg,https://images.homedepot-static.com/productImages/5bfd53ee-f081-41c4-91e7-38917d584d43/svn/amber-moonrays-outdoor-specialty-lighting-91205-40_1000.jpg,https://images.homedepot-static.com/productImages/5eeb8bf6-0662-417d-acbe-3f100b5bff6e/svn/amber-moonrays-outdoor-specialty-lighting-91205-a0_1000.jpg,https://images.homedepot-static.com/productImages/9b20ab2a-dc9e-4934-aa2a-e69a8b604832/svn/amber-moonrays-outdoor-specialty-lighting-91205-1d_1000.jpg,https://images.homedepot-static.com/productImages/0bca5aeb-ba47-4a8e-a320-a622d6eb369b/svn/amber-moonrays-outdoor-specialty-lighting-91205-c3_1000.jpg,https://images.homedepot-static.com/productImages/523fcef0-e6bc-474c-b200-701a6b6fdf24/svn/amber-moonrays-outdoor-specialty-lighting-91205-d4_1000.jpg","Style : Coastal,Returnable : 90-Day,Lumens : 1.2,Fixture Color/Finish : Amber,Space Between Bulbs (in.) : 0,Light Bulb Type Included : Integrated LED,Color Temperature : Amber,Actual Color Temperature (K) : 2000,Voltage (v) : No voltage,Power Type : Battery,Outdoor Lighting Features : Weather Resistant,Number of Bulbs : 2,Weather Resistant : Yes,Color Rendering Index (CRI) : 100,Pack Size : 1,Exterior Lighting Product Type : Decorative Torches & Lanterns,Product Weight (lb.) : 1.3,Product Width (in.) : 5.31,Product Length (in.) : 5.31,Product Height (in.) : 67.31,Product Depth (in.) : 5.31,Manufacturer Warranty : One year from date of original purchase","Warranty : https://images.homedepot-static.com/catalog/pdfImages/4b/4bb3d53b-4e93-4a16-b55f-7925640fb9ce.pdf,Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/0a/0a6ddd11-8766-4ad0-84af-dc624e688582.pdf,SDS : https://images.homedepot-static.com/catalog/pdfImages/fb/fbc233b1-c22f-4f98-88cb-5708f6e6886b.pdf"
