Item #,Model #,Item Name,Description,Product Details,Price (New/Used),Highlights/Features,Average,Pictures,Specifications,Manual / Guides 
202271250,A10100,Dishwasher Air Gap Contractor Pak with Chrome Cap and 24 in. Dishwasher Hose,"The Jones Stephens Air Gap Contractor Pack contains the parts you need to install your air gap: air gap assembly, 24 in. dishwasher hose (7/8 in.) and two gear clamps. Used to prevent wastewater backflow from entering the dishwasher. Provides the necessary airflow.","Bullet05 : 7/8 in. outlet to a garbage disposal or sink,Bullet03 : Comes with 24 in. dishwasher hose,Bullet02 : White plastic air gap body,Bullet06 : 5/8 in. dishwasher drain hose inlet,Bullet04 : Comes with 2 gear clamps,MFG Brand Name : Jones Stephens,Bullet01 : Includes chrome air gap cap",8.99 / 8.99,,0.0,https://images.homedepot-static.com/productImages/74599654-1498-4e02-ac47-ceee5b7073e5/svn/chrome-jones-stephens-dishwasher-air-gaps-a10100-64_1000.jpg,"Color/Finish : Chrome,Returnable : 90-Day,Plumbing Part Type : Air Gap,Flow Restrictor : No,Flow Rate : 2 gal (US)/min,Application : Kitchen Sink,Thread Pitch (Threads Per Inch) : 6,Color/Finish Family : Chrome,Material : PVC,Thread Size (In.) : .5,Thread Type : Male,Fits Faucet Brand : All Brands,Style : Classic,Product Depth (in.) : 12,Minimum Mounting Hole Diameter (in.) : 1,Maximum Mounting Hole Diameter (in.) : 1,Product Width (in.) : 8.25,Maximum Deck Thickness (in.) : 1,Product Height (in.) : 1,Manufacturer Warranty : No","Specification : https://images.homedepot-static.com/catalog/pdfImages/1c/1c2c7a2f-3242-4892-b2eb-91aed00c13f1.pdf,Warranty : https://images.homedepot-static.com/catalog/pdfImages/d8/d81601f3-3c38-48e6-8225-5bb1d1de17fa.pdf"
203673072,97198.05,2.2 GPM Regular-Size PCA Aerator Insert with Washers,"Enjoy a soft, aerated water flow with the 2.2 GPM PCA Faucet Aerator Insert by NEOPERL. This advanced aerator has a pressure compensating design that helps to maintain a constant and comfortable water flow, regardless of pressure fluctuations. It is designed to replace only the insert in your original faucet housing. Also features an anti-liming Honeycomb screen.","Bullet07 : Lead free, complies with reduction of lead in drinking water act,Bullet09 : OEM quality,Bullet06 : Easy installation,Bullet05 : Comes with a male and female washer,Bullet01 : Constructed of plastic for durability and reliability,Bullet10 : Pressure compensating,Bullet03 : Insert fits both 15/16 in. - 27 in. and 55/64 in. - 27 in.,MFG Brand Name : NEOPERL,Bullet04 : Keep original housing and replace insert,Bullet02 : Standard 2.2 GPM,Bullet08 : Ideal flow rate for kitchen",2.71 / 2.71,"Product Highlight 1 : Works with a 15/16 in. - 27 in. and a 55/64 in. - 27 in.,Product Highlight 2 : Lead-free for cleaner water,Product Highlight 3 : Pressure compensation gives you the ideal water flow",4.6923,"https://images.homedepot-static.com/productImages/5f5b3c6d-2dcf-4751-861c-5663338f964d/svn/yellow-neoperl-faucet-aerators-97198-05-64_1000.jpg,https://images.homedepot-static.com/productImages/17cc2208-a6bf-4e76-90bc-28513aa7a605/svn/yellow-neoperl-faucet-aerators-97198-05-1d_1000.jpg,https://images.homedepot-static.com/productImages/64453c12-2370-43fd-a10f-7a8d6b2cdbd3/svn/yellow-neoperl-faucet-aerators-97198-05-77_1000.jpg,https://images.homedepot-static.com/productImages/7661be88-00be-48bb-86f7-d12631878e08/svn/yellow-neoperl-faucet-aerators-97198-05-c3_1000.jpg","Thread Type : Dual-Threaded,Thread Size (In.) : 15/16 inx 55/64 in,Returnable : 90-Day,Plumbing Part Type : Aerator,Color/Finish : Yellow,Application : Bathroom Sink,Kitchen Sink,Flow Rate : 2.2 gal (US)/min,Color/Finish Family : Pewter,Flow Restrictor : Yes,Fits Faucet Brand : All Brands,Thread Pitch (Threads Per Inch) : 27,Material : Plastic,Product Depth (in.) : 0.822,Product Height (in.) : 0.568,Product Width (in.) : 0.822,Manufacturer Warranty : Limited 1-year warranty","Warranty : https://images.homedepot-static.com/catalog/pdfImages/63/63000efe-aada-4f14-b0c9-5a4ca184550b.pdf,Installation Guide : https://images.homedepot-static.com/catalog/pdfImages/0f/0f2473e2-f723-4f49-a221-da37615d1289.pdf,Product Brochure : https://images.homedepot-static.com/catalog/pdfImages/72/7239e1e2-98dd-48e4-889a-53b085a10d45.pdf"
206184939,PCP-503ORB,"Air Gap, Oil Rubbed Bronze",This Premier Copper Products Air Gap is made of solid brass for long lasting durability. It's oil rubbed bronze finish will match a variety of kitchen fixtures. This air gap is easy to install and will be sure to prevent draw back into your dishwasher.,"Bullet04 : Cap overall width: 1-3/4 in.,Bullet09 : Can be used with thin or thick countertops,Bullet01 : Description: Air gap,Bullet10 : Maximum deck thickness: 2-1/8 in.,Bullet02 : Color: Oil rubbed bronze,Bullet03 : Cap height: 2-3/8 in.,Bullet05 : 5/8 in. dishwasher inlet,Bullet06 : 7/8 in. outlet,MFG Brand Name : Premier Copper Products,Bullet12 : Prevents draw back into dishwasher from garbage disposal or sink,Bullet13 : Material: Solid brass head with polypropylene body,Bullet08 : Mounts in a 1-1/4 in. to 1-1/2 in. Diameter hole,Bullet11 : Countertop holes needed: 1,Bullet07 : Easy installation",21.99 / 21.99,,4.6,"https://images.homedepot-static.com/productImages/63f8ab5b-17eb-4541-ad79-1eba2015f143/svn/oil-rubbed-bronze-premier-copper-products-dishwasher-air-gaps-pcp-503orb-64_1000.jpg,https://images.homedepot-static.com/productImages/4a646d92-6bd8-45d1-9019-d15f3c11e157/svn/oil-rubbed-bronze-premier-copper-products-dishwasher-air-gaps-pcp-503orb-c3_1000.jpg","Returnable : 90-Day,Included : Sink Only,Flow Restrictor : No,Application : Kitchen Sink,Flow Rate : 0,Color/Finish : Oil Rubbed Bronze,Material : Brass,Color/Finish Family : Bronze,Plumbing Part Type : Faucet Repair Kit,Thread Pitch (Threads Per Inch) : 14,Thread Type : Male,Fits Faucet Brand : All Brands,Thread Size (In.) : 1.75,Product Height (in.) : 2.375,Minimum Mounting Hole Diameter (in.) : 1.25,Maximum Mounting Hole Diameter (in.) : 1.5,Product Width (in.) : 1.75,Maximum Deck Thickness (in.) : 2.125,Product Depth (in.) : 1.75,Manufacturer Warranty : Limited Lifetime","Specification : https://images.homedepot-static.com/catalog/pdfImages/e0/e00b6779-2688-408a-83b7-3a85c92b3cb5.pdf,Warranty : https://images.homedepot-static.com/catalog/pdfImages/11/11badbfe-66a8-40df-bff3-1a50c857b799.pdf"
203242839,TA500,40 in. Spike Aerator,The Precision 40 in. spike aerator has 132 spiking tips. The aerator will penetrate soil up to a 2 in. penetration depth. What a perfect tool for aerating your lawn.,"Bullet03 : 7 in. rubber wheels,Bullet01 : 40 in. 100 lb. capacity,Bullet02 : Powder coated steel frame,MFG Brand Name : Precision,Bullet04 : Engagement easily reached from the seat of a lawn tractor",148.62 / 148.62,,3.0,https://images.homedepot-static.com/productImages/9f7627a8-02cd-4ae0-8fde-125c774a4b9b/svn/precision-aerators-ta500-64_1000.jpg,"Garden Center Tool Type : Aerator,Number of tines : 132,Returnable : 90-Day,Product Weight (lb.) : 40,Handle Material : No Handle,Product Height (in.) : 35,Tine length (in.) : 4,Handle Length (in.) : 0,Product Width (in.) : 45,Head Width (in.) : 40,Product Depth (in.) : 46,Manufacturer Warranty : NA",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/2f/2f70cada-e8ce-426d-a851-8f4d70f309e0.pdf
204690123,97188.03,1.5 GPM Dual-Thread PCA Water-Saving Faucet Aerator (6-Pack),This 1.5 GPM Water Saving PCA Faucet Aerator 6 Pack by NEOPERL is WaterSense certified and can save you up to 30% water compared to using the standard 2.2 GPM aerator. It has an anti-liming Honeycomb screen and produces a soft aerated water flow.  The pressure compensating design helps to maintain a constant and comfortable water flow regardless of pressure fluctuations. It is a dual thread aerator with an attractive chrome finish.,"Bullet09 : Easy installation,Bullet02 : WaterSense certified 1.5 GPM,Bullet06 : Anti-liming honeycomb screen with soft aerated water stream,Bullet08 : Chrome finish,MFG Brand Name : NEOPERL,Bullet01 : Solid brass construction,Bullet05 : Saves up to 30% water,Bullet04 : Pressure compensating,Bullet07 : Dual-thread 15/16 in. - 27 in. x 55/64 in. - 27 in.,Bullet11 : OEM quality,Bullet03 : Convenient 6 pack,Bullet10 : Lead free, complies with reduction of lead in drinking water act,Bullet22 : Click here to learn more about <a href=""https://ecooptions.homedepot.com/water-conservation/"" target=""_blank"" style=""color:#F96302;"">Eco Options and Water Conservation</a>",14.89 / 14.89,,0.0,"https://images.homedepot-static.com/productImages/0f6b04b3-2269-45e6-a280-a66d5b0b6109/svn/chrome-neoperl-faucet-aerators-97188-03-64_1000.jpg,https://images.homedepot-static.com/productImages/17cc2208-a6bf-4e76-90bc-28513aa7a605/svn/chrome-neoperl-faucet-aerators-97188-03-1d_1000.jpg,https://images.homedepot-static.com/productImages/c1c4016d-124d-4414-a4cd-5fdde4136a40/svn/chrome-neoperl-faucet-aerators-97188-03-d4_1000.jpg,https://images.homedepot-static.com/productImages/7661be88-00be-48bb-86f7-d12631878e08/svn/chrome-neoperl-faucet-aerators-97188-03-31_1000.jpg","Thread Type : Dual-Threaded,Flow Rate : 1.5,Color/Finish : Chrome,Returnable : 90-Day,Plumbing Part Type : Aerator,Color/Finish Family : Chrome,Thread Size (In.) : 15/16 inx55/64 in,Material : Brass,Application : Bathroom Sink,Kitchen Sink,Flow Restrictor : Yes,Fits Faucet Brand : All Brands,Thread Pitch (Threads Per Inch) : 27,Tamper Resistant : No,Product Depth (in.) : 0.925,Product Width (in.) : 0.925,Product Height (in.) : 0.729,Manufacturer Warranty : Limited 1-year warranty","Warranty : https://images.homedepot-static.com/catalog/pdfImages/63/63000efe-aada-4f14-b0c9-5a4ca184550b.pdf,Product Brochure : https://images.homedepot-static.com/catalog/pdfImages/72/7239e1e2-98dd-48e4-889a-53b085a10d45.pdf,Energy Guide : https://images.homedepot-static.com/catalog/pdfImages/f4/f416096a-6fea-442a-a2ae-5e7f66fa3128.pdf,Installation Guide : https://images.homedepot-static.com/catalog/pdfImages/9c/9cf862dd-95be-4b77-934b-ecc472766192.pdf"
206587876,97275.05,1.2 GPM Dual-Thread On/Off Swivel Spray Aerator,The Bubble-Stream 1.2 GPM Water Saving On/Off Swivel Spray Faucet Aerator can save you up to 45% on water compared to using the standard 2.2 GPM aerator. It is a dual thread aerator with a unique lever that controls water flow and has an attractive black and chrome finish. It has swivel action to get to the hard to reach places in your sink and pulls down to switch from stream to spray.,"Bullet01 : Solid construction,Bullet05 : Fits most brands of faucets with 15/16 in. - 27 in. x 55/64 in. - 27 in. threads,Bullet07 : Lead free, complies with reduction of lead in drinking water act,Bullet02 : WaterSense certified and pressure compensating,Bullet06 : Meets California water efficiency requirements for January 1, 2016,MFG Brand Name : Bubble-Stream,Bullet04 : Swivels and switches from stream to spray,Bullet03 : Trickles in off position to relieve water pressure",8.64 / 8.64,,5.0,"https://images.homedepot-static.com/productImages/164f4b64-6f9c-4195-bcd6-6cffd02abe1c/svn/black-and-chrome-bubble-stream-faucet-aerators-97275-05-64_1000.jpg,https://images.homedepot-static.com/productImages/55fd401c-81b5-4d2b-b188-bf09385bb12c/svn/black-and-chrome-bubble-stream-faucet-aerators-97275-05-e1_1000.jpg,https://images.homedepot-static.com/productImages/062e0c2e-9c15-4903-865d-1c41462202d8/svn/black-and-chrome-bubble-stream-faucet-aerators-97275-05-40_1000.jpg","Thread Type : Dual-Threaded,Returnable : 90-Day,Plumbing Part Type : Aerator,Flow Rate : 1.2,Thread Size (In.) : .9375 in. x .8594 in,Application : Kitchen Sink,Material : Plastic,Color/Finish Family : Black,Flow Restrictor : Yes,Fits Faucet Brand : All Brands,Thread Pitch (Threads Per Inch) : 27,Tamper Resistant : No,Color/Finish : Black and chrome,Product Depth (in.) : 1.34,Product Width (in.) : 1.34,Product Height (in.) : 2.59,Manufacturer Warranty : Limited 1-year warranty","Warranty : https://images.homedepot-static.com/catalog/pdfImages/63/63000efe-aada-4f14-b0c9-5a4ca184550b.pdf,Product Brochure : https://images.homedepot-static.com/catalog/pdfImages/72/7239e1e2-98dd-48e4-889a-53b085a10d45.pdf,Energy Guide : https://images.homedepot-static.com/catalog/pdfImages/f4/f416096a-6fea-442a-a2ae-5e7f66fa3128.pdf,Installation Guide : https://images.homedepot-static.com/catalog/pdfImages/9c/9cf862dd-95be-4b77-934b-ecc472766192.pdf"
204385355,G67817,1.0 GPM Vandal Resistant Laminar Outlet Aerator,"Though a small part, faucet outlets can make a big difference on your water usage and even lower your utility bill. With high quality manufacturing, Zurn AquaSpec engineers durable faucet accessories, including model# G67817. This 3/4 in. female laminar flow aerator dispenses 1.5 GPM. Vandal resistance also insures long lasting performance for maximum water consumption savings.","MFG Brand Name : Zurn,Bullet02 : Maximum working temperature is 150°F,Bullet01 : Product crosses to Chicago E65VPJKCP,Bullet04 : 3 year warranty,Bullet03 : Maximum working pressure: 125 psi",21.29 / 21.29,,5.0,https://images.homedepot-static.com/productImages/c9430758-ecac-46f3-8e24-46ef76558693/svn/polished-chrome-zurn-faucet-aerators-g67817-64_1000.jpg,"Flow Rate : 1.0,Returnable : 90-Day,Color/Finish : polished chrome,Plumbing Part Type : Aerator,Application : Kitchen Sink,Color/Finish Family : Chrome,Thread Type : Female,Material : Brass,Thread Size (In.) : 3/4-27F,Tamper Resistant : Yes,Flow Restrictor : Yes,Fits Faucet Brand : All Brands,Thread Pitch (Threads Per Inch) : 27,Product Height (in.) : 4,Product Depth (in.) : 4,Product Width (in.) : 4,Manufacturer Warranty : 3 year warranty",Warranty : https://images.homedepot-static.com/catalog/pdfImages/5c/5c0b75f1-118b-416e-b4ea-3ef1fe51bf81.pdf
203672995,97084.05,1.5 GPM Regular Male Water-Saving Faucet Aerator,This 1.5 GPM Water Saving Faucet Aerator by NEOPERL is WaterSense certified and can save you up to 30% water compared to using the standard 2.2 GPM aerator. It is a regular size male aerator with attractive chrome finish. It has an anti-liming Honeycomb screen and produces a soft aerated water flow.,"Bullet02 : WaterSense certified 1.5 GPM,Bullet03 : Saves up to 30% water,Bullet06 : Chrome finish,Bullet08 : Lead free, complies with reduction of lead in drinking water act,Bullet01 : Solid-brass construction,Bullet09 : OEM quality,Bullet05 : Regular size male thread 15/16 in. - 27 in.,MFG Brand Name : NEOPERL,Bullet22 : Click here to learn more about <a href=""https://ecooptions.homedepot.com/water-conservation/"" target=""_blank"" style=""color:#F96302;"">Eco Options and Water Conservation</a>,Bullet04 : Anti-liming honeycomb screen with soft aerated water stream,Bullet07 : Easy installation",3.36 / 3.36,,5.0,"https://images.homedepot-static.com/productImages/59b08e6f-3ccb-40f4-8941-5e5de9ac3918/svn/chrome-neoperl-faucet-aerators-97084-05-64_1000.jpg,https://images.homedepot-static.com/productImages/8d16152a-758d-4a1e-9b05-7148af18a541/svn/chrome-neoperl-faucet-aerators-97084-05-e1_1000.jpg,https://images.homedepot-static.com/productImages/581bbca6-1c9d-4923-a19a-d09bb7cf1a8b/svn/chrome-neoperl-faucet-aerators-97084-05-40_1000.jpg,https://images.homedepot-static.com/productImages/8b7b64a9-0445-45bf-bed8-2740d6359a9b/svn/chrome-neoperl-faucet-aerators-97084-05-a0_1000.jpg,https://images.homedepot-static.com/productImages/ba9cbc55-db96-4198-af1f-513a015733f8/svn/chrome-neoperl-faucet-aerators-97084-05-1d_1000.jpg","Color/Finish : Chrome,Returnable : 90-Day,Flow Rate : 1.5 gal (US)/min,Plumbing Part Type : Aerator,Thread Size (In.) : 15/16 in.,Color/Finish Family : Chrome,Material : Brass,Application : Bathroom Sink,Kitchen Sink,Thread Type : Male,Flow Restrictor : Yes,Fits Faucet Brand : All Brands,Thread Pitch (Threads Per Inch) : 27,Tamper Resistant : No,Product Depth (in.) : 0.925,Product Width (in.) : 0.925,Product Height (in.) : 0.575,Manufacturer Warranty : Limited 1-year warranty","Warranty : https://images.homedepot-static.com/catalog/pdfImages/63/63000efe-aada-4f14-b0c9-5a4ca184550b.pdf,Product Brochure : https://images.homedepot-static.com/catalog/pdfImages/72/7239e1e2-98dd-48e4-889a-53b085a10d45.pdf,Energy Guide : https://images.homedepot-static.com/catalog/pdfImages/f4/f416096a-6fea-442a-a2ae-5e7f66fa3128.pdf,Installation Guide : https://images.homedepot-static.com/catalog/pdfImages/dc/dcdf845e-0335-46e1-81d8-e78951aee725.pdf"
203935403,RP18508PB,2.2 GPM Aerator in Polished Brass,"Included with applicable kitchen faucets, we know that sometimes little parts like this 2.2 GPM Aerator in Polished Brass get lost or misplaced. That's why Delta has made it available for the handy Diyer to order. Just another way Delta is more than a faucet.","MFG Brand Name : Delta,Bullet04 : Sold individually,Bullet05 : Genuine Delta repair part,Bullet06 : Lifetime limited warranty covers parts and finish defects,Bullet07 : 2.2,Bullet03 : 15/16 in. - 27 male thread,Bullet02 : Aerator flows at 2.2 GPM at 60 psi,Bullet01 : For use with Innovations, Signature and Waterfall kitchen faucets",12.5 / 12.5,,5.0,https://images.homedepot-static.com/productImages/bf2eecba-16fd-4fb1-90d4-ebddd4c2f62b/svn/polished-brass-delta-faucet-aerators-rp18508pb-64_1000.jpg,"Color/Finish Family : Brass,Color/Finish : Polished Brass,Returnable : 90-Day,Plumbing Part Type : Aerator,Thread Size (In.) : 15/16 -27,Flow Restrictor : No,Application : Kitchen Sink,Material : Metal,Flow Rate : 2.2,Thread Pitch (Threads Per Inch) : 3,Thread Type : Male,Tamper Resistant : No,Fits Faucet Brand : Delta,Product Depth (in.) : 0.75,Product Height (in.) : 0.5,Product Width (in.) : 0.75,Manufacturer Warranty : Faucet and Finish Lifetime Limited Warranty","Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/08/081b68d6-554d-4581-9235-a838baeb273b.pdf,Warranty : https://images.homedepot-static.com/catalog/pdfImages/52/5235b9a2-233d-4ea9-9f8f-408134cb6b84.pdf"
204082245,RP53349,1.5 GPM Aerator in Chrome,"Included with all applicable kitchen sink faucets, we know that sometimes parts like this 1.5 GPM Aerator in Chrome get lost or misplaced. That's why Delta has made it available for the handy DIYer to order. Just another way Delta is more than a faucet.","MFG Brand Name : Delta,Bullet04 : Sold individually,Bullet05 : Genuine Delta repair part,Bullet06 : Lifetime limited warranty covers parts and finish defects,Bullet07 : 1.5,Bullet02 : 1.5 GPM flow rate at 60 psi,Bullet01 : For use with Classic, Collins, Foundations and Waterfall kitchen sink faucets,Bullet03 : Soak in water/vinegar mix to remove hard water build-up",10.99 / 10.99,,3.0,https://images.homedepot-static.com/productImages/75c19113-eb3e-458b-a0b9-1c9445966935/svn/chrome-delta-faucet-aerators-rp53349-64_1000.jpg,"Flow Rate : 1.5,Color/Finish : Chrome,Returnable : 90-Day,Plumbing Part Type : Aerator,Flow Restrictor : No,Color/Finish Family : Chrome,Material : Metal,Application : Bathroom Sink,Thread Pitch (Threads Per Inch) : 3,Thread Size (In.) : .93,Thread Type : Male,Tamper Resistant : No,Fits Faucet Brand : Delta,Product Depth (in.) : 0.75,Product Height (in.) : 0.5,Product Width (in.) : 0.75,Manufacturer Warranty : Faucet and Finish Lifetime Limited Warranty","Use and Care Manual : https://images.homedepot-static.com/catalog/pdfImages/08/081b68d6-554d-4581-9235-a838baeb273b.pdf,Warranty : https://images.homedepot-static.com/catalog/pdfImages/52/5235b9a2-233d-4ea9-9f8f-408134cb6b84.pdf"
204690126,97196.03,2.2 GPM Regular Female PCA Faucet Aerator (6-Pack),This 2.2 GPM PCA Faucet Aerator 6 Pack by NEOPERL has an attractive chrome finish. It has soft aerated water flow that is pressure compensating which helps to maintain a constant and comfortable water flow regardless of pressure fluctuations. It has a standard size female housing.,"Bullet06 : Regular size female thread 55/64 in. - 27 in.,Bullet11 : OEM quality,Bullet03 : Convenient 6 pack,Bullet08 : Easy installation,Bullet07 : Chrome finish,MFG Brand Name : NEOPERL,Bullet01 : Solid brass construction,Bullet09 : Lead free, complies with reduction of lead in drinking water act,Bullet10 : Ideal flow rate for kitchen,Bullet02 : Standard 2.2 GPM,Bullet04 : Pressure compensating,Bullet05 : Soft aerated water stream",16.55 / 16.55,,0.0,"https://images.homedepot-static.com/productImages/4b65639a-c39a-4f37-a616-8ba7874aaf2d/svn/chrome-neoperl-faucet-aerators-97196-03-64_1000.jpg,https://images.homedepot-static.com/productImages/17cc2208-a6bf-4e76-90bc-28513aa7a605/svn/chrome-neoperl-faucet-aerators-97196-03-1d_1000.jpg,https://images.homedepot-static.com/productImages/43f26d1f-4200-477d-a0ce-dabf87ba6d3b/svn/chrome-neoperl-faucet-aerators-97196-03-d4_1000.jpg,https://images.homedepot-static.com/productImages/7661be88-00be-48bb-86f7-d12631878e08/svn/chrome-neoperl-faucet-aerators-97196-03-31_1000.jpg","Color/Finish : Chrome,Returnable : 90-Day,Plumbing Part Type : Aerator,Application : Kitchen Sink,Color/Finish Family : Chrome,Flow Rate : 2.2,Thread Type : Female,Thread Size (In.) : 55/64,Material : Brass,Flow Restrictor : Yes,Fits Faucet Brand : All Brands,Thread Pitch (Threads Per Inch) : 27,Tamper Resistant : No,Product Depth (in.) : 0.925,Product Width (in.) : 0.925,Product Height (in.) : 0.729,Manufacturer Warranty : Limited 1-year warranty","Warranty : https://images.homedepot-static.com/catalog/pdfImages/63/63000efe-aada-4f14-b0c9-5a4ca184550b.pdf,Product Brochure : https://images.homedepot-static.com/catalog/pdfImages/72/7239e1e2-98dd-48e4-889a-53b085a10d45.pdf,Installation Guide : https://images.homedepot-static.com/catalog/pdfImages/a1/a171f745-8864-4e7f-be39-5cfaeea6d6a6.pdf"
204287661,10490,15/16 in.-27M x 55/64 in.-27F 1.5 GPM Chrome Push N Flow Water-Saving Aerator,This 1.5 GPM Faucet Aerator by DANCO has new Innovative Features. It has a Push N Flow Aerator that regulates water usage and saves water consumption. Pause water with the touch of a button and the water temperature stays steady while paused. Water automatically shuts off after extended use.,"Bullet01 : Pause water with touch of a button,Bullet03 : Water automatically shuts off after extended use,Bullet02 : Water temperature stays steady while paused,Bullet04 : Push N Flow water saving 1.5 GPM,Bullet05 : Dual thread 15/16 in.-27M or 55/64 in.-27F,MFG Brand Name : DANCO",6.17 / 6.17,"Product Highlight 3 : Water automatically shuts off after extended use,Product Highlight 1 : Dual thread 15/16 in.-27M or 55/64 in.-27F,Product Highlight 2 : Water temperature stays steady while paused",3.75,"https://images.homedepot-static.com/productImages/f3d43911-f8d0-405d-a9bb-d35917e66df3/svn/chrome-danco-faucet-aerators-10490-64_1000.jpg,https://images.homedepot-static.com/productImages/6d3e9911-b8c7-4d22-baeb-e363aa506e1a/svn/chrome-danco-faucet-aerators-10490-c3_1000.jpg,https://images.homedepot-static.com/productImages/2e1b7f20-ad60-481d-9978-dd1896b21a6e/svn/chrome-danco-faucet-aerators-10490-4f_1000.jpg,https://images.homedepot-static.com/productImages/1a8d706d-df47-4e74-bd7b-6f520c5e2d8d/svn/chrome-danco-faucet-aerators-10490-1f_1000.jpg,https://images.homedepot-static.com/productImages/b2607044-a997-49cb-8595-d6e6cc559646/svn/chrome-danco-faucet-aerators-10490-44_1000.jpg,https://images.homedepot-static.com/productImages/9dc9b90f-f581-405f-86a0-1f95a528eb7a/svn/chrome-danco-faucet-aerators-10490-fa_1000.jpg","Thread Type : Dual-Threaded,Color/Finish : Chrome,Returnable : 90-Day,Flow Rate : 1.5 gal (US)/min,Plumbing Part Type : Aerator,Color/Finish Family : Chrome,Thread Size (In.) : 15/16 or 55/64,Material : Metal,Application : Bathroom Sink,Kitchen Sink,Flow Restrictor : Yes,Fits Faucet Brand : All Brands,Thread Pitch (Threads Per Inch) : 27,Tamper Resistant : No,Product Height (in.) : 4.83,Product Depth (in.) : 1.17,Product Width (in.) : 1.9,Manufacturer Warranty : Limited 1 Year","Warranty : https://images.homedepot-static.com/catalog/pdfImages/f5/f5a7c062-000c-4c11-87f4-da1f37a853dd.pdf,Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/9c/9ceb7061-9f31-409b-9e2c-0efb437471a4.pdf"
204385353,G67816,1.0 GPM Female Laminar Outlet Aerator,"Though a small part, faucet outlets can make a big difference on your water usage and even lower your utility bill. With high quality manufacturing, Zurn AquaSpec engineers durable faucet accessories, including model# G67816. This 3/4 in. female laminar flow aerator dispenses 1.0 GPM. Vandal resistance also insures long lasting performance for maximum water consumption savings.","MFG Brand Name : Zurn,Bullet01 : Maximum working temperature is 150°F,Bullet03 : ASME A112.18.1/CSA B 125.1,Bullet04 : 3 year warranty,Bullet02 : Maximum working pressure: 125 psi",13.46 / 13.46,,0.0,https://images.homedepot-static.com/productImages/635116d7-318d-48b8-862c-9c2f9bc2758e/svn/polished-chrome-zurn-faucet-aerators-g67816-64_1000.jpg,"Flow Rate : 1.0,Returnable : 90-Day,Plumbing Part Type : Aerator,Application : Kitchen Sink,Color/Finish Family : Chrome,Material : Brass,Thread Size (In.) : 3/4-27F,Tamper Resistant : Yes,Thread Type : Male,Flow Restrictor : Yes,Fits Faucet Brand : All Brands,Thread Pitch (Threads Per Inch) : 27,Color/Finish : Polished Chrome,Product Height (in.) : 4,Product Depth (in.) : 4,Product Width (in.) : 4,Manufacturer Warranty : 3 year warranty",Warranty : https://images.homedepot-static.com/catalog/pdfImages/42/429855a5-7d76-446d-aae0-6f85e2881a6a.pdf
204287684,10494,1.5 GPM Chrome Dual Water-Saving Aerator Insert (4 Multi-Pack),"This 1.5 GPM Faucet Aerator Insert by DANCO has new Innovative Features. It has Cyclone Technology which reduces water consumption without sacrificing water pressure, as well as antimicrobial protection that fights odor causing bacteria, mold and mildew. This faucet aerator is WaterSense Certified and can save you up to 30% water as compared to using the standard 2.2 GPM Aerator.","Bullet03 : Microban technology fights odor causing bacteria, mold and mildew,Bullet04 : WaterSense certified 1.5 GPM,Bullet07 : Annual insert 4 multi-pack,Bullet06 : Twisting spray pattern,Bullet01 : Dual aerator removable replacement insert,Bullet05 : Cyclone aerated stream which reduces water consumption without sacrificing water pressure,Bullet22 : Click here to learn more about <a href=""https://ecooptions.homedepot.com/water-conservation/"" target=""_blank"" style=""color:#F96302;"">Eco Options and Water Conservation</a>,Bullet02 : Saves up to 30% water consumption,MFG Brand Name : DANCO",5.09 / 5.09,"Product Highlight 3 : "" These new aerators are amazing!"" (review),Product Highlight 2 : ""Perfectly reduced the pressure without any spurting"" (review),Product Highlight 1 : WaterSense certified 1.5 GPM",4.5,https://images.homedepot-static.com/productImages/9f60a01d-f380-4b6c-8188-5f7ed907e39a/svn/blue-danco-faucet-aerators-10494-64_1000.jpg,"Thread Type : Dual-Threaded,Returnable : 90-Day,Flow Rate : 1.5 gal (US)/min,Color/Finish Family : Black,Plumbing Part Type : Aerator,Thread Pitch (Threads Per Inch) : 0,Application : Bathroom Sink,Kitchen Sink,Flow Restrictor : Yes,Fits Faucet Brand : All Brands,Color/Finish : Blue,Thread Size (In.) : 15/16 or 55/64,Material : Plastic,Product Height (in.) : 4.83,Product Depth (in.) : 1.01,Product Width (in.) : 1.9,Manufacturer Warranty : Limited 1 Year",Warranty : https://images.homedepot-static.com/catalog/pdfImages/33/338bec62-b60f-49be-99db-e323d1a0f28f.pdf
